Id,SalePrice
1444,113689.284912
1445,196239.265534
1446,126390.102836
1447,156059.607175
1448,270787.070704
1449,101375.184252
1450,93279.1221015
1451,129630.869699
1452,258750.014695
1453,134958.444438
1454,111517.353023
1455,187764.571422
1456,171449.479174
1457,212316.919135
1458,260000.311082
1459,139749.421353
1460,143459.81522
